MOLECULE_CHEMBL_ID	MOLECULE_NAME	MOLECULE_TYPE	FIRST_APPROVAL	ATC_CODE	ATC_CODE_DESCRIPTION	USAN_STEM	MECHANISM_OF_ACTION	MECHANISM_COMMENT	SELECTIVITY_COMMENT	TARGET_CHEMBL_ID	TARGET_NAME	ACTION_TYPE	ORGANISM	TARGET_TYPE	SITE_NAME	BINDING_SITE_COMMENT	MECHANISM_REFS	CANONICAL_SMILES
CHEMBL2364968	Ergoloid	Small molecule	1953	C04AE01; C04AE51	C04AE01 [Cardiovascular System:Peripheral Vasodilators:Peripheral Vasodilators:Ergot alkaloids]; C04AE51 [Cardiovascular System:Peripheral Vasodilators:Peripheral Vasodilators:Ergot alkaloids]	-erg-	Adrenergic receptor alpha antagonist			CHEMBL2095203	Adrenergic receptor alpha	ANTAGONIST	Homo sapiens	PROTEIN FAMILY			Name:PubMed, SrcID:2869188, URL:http://europepmc.org/abstract/MED/2869188	CCC(C)[C@@H]1N2C(=O)[C@](NC(=O)[C@@H]3C[C@H]4[C@@H](Cc5c[nH]c6cccc4c56)N(C)C3)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C.CC(C)C[C@@H]8N9C(=O)[C@](NC(=O)[C@@H]%10C[C@H]%11[C@@H](Cc%12c[nH]c%13cccc%11c%12%13)N(C)C%10)(O[C@@]9(O)[C@@H]%14CCCN%14C8=O)C(C)C.CC(C)[C@@H]%15N%16C(=O)[C@](NC(=O)[C@@H]%17C[C@H]%18[C@@H](Cc%19c[nH]c%20cccc%18c%19%20)N(C)C%17)(O[C@@]%16(O)[C@@H]%21CCCN%21C%15=O)C(C)C.CC(C)[C@@]%22(NC(=O)[C@@H]%23C[C@H]%24[C@@H](Cc%25c[nH]c%26cccc%24c%25%26)N(C)C%23)O[C@@]%27(O)[C@@H]%28CCCN%28C(=O)[C@H](Cc%29ccccc%29)N%27C%22=O
CHEMBL3039593	Vinorelbine	Small molecule	1994	L01CA04	L01CA04 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Plant Alkaloids And Other Natural Products:Vinca alkaloids and analogues]	vin-	Tubulin inhibitor			CHEMBL2095182	Tubulin	INHIBITOR	Homo sapiens	PROTEIN COMPLEX GROUP	Beta tubulin vinca binding domain	Binds to beta tubulin, vinca site (PMID: 15057285)	Name:DailyMed, SrcID:setid=6d47c96a-7fdc-48ac-9250-41c5d3ecf8db, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6d47c96a-7fdc-48ac-9250-41c5d3ecf8db|Name:PubMed, SrcID:22044006, URL:http://europepmc.org/abstract/MED/22044006|Name:PubMed, SrcID:22594474, URL:http://europepmc.org/abstract/MED/22594474	CC[C@@]12C=CCN3CC[C@@]4([C@H]13)[C@@H](N(C)c5cc(OC)c(cc45)[C@]6(C[C@H]7CN(CC(=C7)C)c8c6[nH]c9ccccc89)C(=O)OC)[C@](O)([C@@H]2OC(=O)C)C(=O)OC
CHEMBL3039598	Fosinopril	Small molecule	1991	C09AA09	C09AA09 [Cardiovascular System:Agents Acting On The Renin-Angiotensin System:Ace Inhibitors, Plain:ACE inhibitors, plain]	fos-; -pril	Angiotensin-converting enzyme inhibitor			CHEMBL1808	Angiotensin-converting enzyme	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=eaa753e8-9fda-af0b-9d54-bdf0d1674832, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=eaa753e8-9fda-af0b-9d54-bdf0d1674832	CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N2C[C@@H](C[C@H]2C(=O)O)C3CCCCC3)C(C)C
CHEMBL637	Venlafaxine	Small molecule	1993	N06AX16	N06AX16 [Nervous System:Psychoanaleptics:Antidepressants:Other antidepressants]	-axine	Serotonin transporter inhibitor			CHEMBL228	Serotonin transporter	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=f2f03495-12b6-457a-901f-958b9c844bfd#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f2f03495-12b6-457a-901f-958b9c844bfd#nlm34090-1	COc1ccc(cc1)C(CN(C)C)C2(O)CCCCC2
CHEMBL644	Trimipramine	Small molecule	1979	N06AA06	N06AA06 [Nervous System:Psychoanaleptics:Antidepressants:Non-selective monoamine reuptake inhibitors]	-pramine	Serotonin 2a (5-HT2a) receptor antagonist			CHEMBL224	Serotonin 2a (5-HT2a) receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:ISBN, SrcID:0443-059748 PP. 555, URL:http://www.isbnsearch.org/isbn/0443059748|Name:PubMed, SrcID:16229049, URL:http://europepmc.org/abstract/MED/16229049	CC(CN(C)C)CN1c2ccccc2CCc3ccccc13
CHEMBL645	Bisoprolol	Small molecule	1992	C07AB57; C07AB07	C07AB57 [Cardiovascular System:Beta Blocking Agents:Beta Blocking Agents:Beta blocking agents, selective]; C07AB07 [Cardiovascular System:Beta Blocking Agents:Beta Blocking Agents:Beta blocking agents, selective]	-olol	Beta-1 adrenergic receptor antagonist			CHEMBL213	Beta-1 adrenergic receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=621d9058-804a-4f46-a047-ea6e432eee49, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=621d9058-804a-4f46-a047-ea6e432eee49	CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1
CHEMBL648	Cyclizine	Small molecule	1982	R06AE03; R06AE53	R06AE03 [Respiratory System:Antihistamines For Systemic Use:Antihistamines For Systemic Use:Piperazine derivatives]; R06AE53 [Respiratory System:Antihistamines For Systemic Use:Antihistamines For Systemic Use:Piperazine derivatives]		Histamine H1 receptor antagonist			CHEMBL231	Histamine H1 receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:Other, SrcID:www.medicines.org.uk/EMC/medicine/14672/SPC/Valoid+Tablets/#PHARMACOLOGICAL_PROPS, URL:www.medicines.org.uk/EMC/medicine/14672/SPC/Valoid+Tablets/#PHARMACOLOGICAL_PROPS|Name:PubMed, SrcID:20394809, URL:http://europepmc.org/abstract/MED/20394809	CN1CCN(CC1)C(c2ccccc2)c3ccccc3
CHEMBL434394	Nebivolol	Small molecule	2007	C07AB12	C07AB12 [Cardiovascular System:Beta Blocking Agents:Beta Blocking Agents:Beta blocking agents, selective]	-olol	Beta-1 adrenergic receptor antagonist			CHEMBL213	Beta-1 adrenergic receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=8b8ad213-1dc8-454e-a524-075685c0e1a8#section-13, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=8b8ad213-1dc8-454e-a524-075685c0e1a8#section-13	OC(CNCC(O)C1CCc2cc(F)ccc2O1)C3CCc4cc(F)ccc4O3
CHEMBL134	Clonidine	Small molecule	1974	N02CX02; C02AC01; S01EA04	N02CX02 [Nervous System:Analgesics:Antimigraine Preparations:Other antimigraine preparations]; C02AC01 [Cardiovascular System:Antihypertensives:Antiadrenergic Agents, Centrally Acting:Imidazoline receptor agonists]; S01EA04 [Sensory Organs:Ophthalmologicals:Antiglaucoma Preparations And Miotics:Sympathomimetics in glaucoma therapy]		Adrenergic receptor alpha-2 agonist			CHEMBL2095158	Adrenergic receptor alpha-2	AGONIST	Homo sapiens	PROTEIN FAMILY			Name:DailyMed, SrcID:setid=f6798f73-b5a6-434b-a627-aa102b123dd5#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f6798f73-b5a6-434b-a627-aa102b123dd5#nlm34090-1	Clc1cccc(Cl)c1NC2=NCCN2
CHEMBL666	Foscarnet	Small molecule	1991	J05AD01	J05AD01 [Antiinfectives For Systemic Use:Antivirals For Systemic Use:Direct Acting Antivirals:Phosphonic acid derivatives]	fos-	Human herpesvirus 1 DNA polymerase inhibitor			CHEMBL1872	Human herpesvirus 1 DNA polymerase	INHIBITOR	Herpes simplex virus (type 1 / strain 17)	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=eec8727b-c98c-41a4-90b8-d49a8e01e63c, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=eec8727b-c98c-41a4-90b8-d49a8e01e63c	OC(=O)P(=O)(O)O
CHEMBL22587	Itraconazole	Small molecule	1992	J02AC02	J02AC02 [Antiinfectives For Systemic Use:Antimycotics For Systemic Use:Antimycotics For Systemic Use:Triazole derivatives]	-conazole	Cytochrome P450 51 inhibitor			CHEMBL1780	Cytochrome P450 51	INHIBITOR	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=599dcdd0-df9b-41e2-a767-b1f44f466fbd, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=599dcdd0-df9b-41e2-a767-b1f44f466fbd	CCC(C)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(OC[C@H]5CO[C@@](Cn6cncn6)(O5)c7ccc(Cl)cc7Cl)cc4
CHEMBL677	Levonordefrin	Small molecule	1960				Adrenergic receptor alpha-2 agonist			CHEMBL2095158	Adrenergic receptor alpha-2	AGONIST	Homo sapiens	PROTEIN FAMILY			Name:ISBN, SrcID:0443-059748 PP. 156, URL:http://www.isbnsearch.org/isbn/0443059748	C[C@H](N)[C@H](O)c1ccc(O)c(O)c1
CHEMBL695	Trimethadione	Small molecule	1946	N03AC02	N03AC02 [Nervous System:Antiepileptics:Antiepileptics:Oxazolidine derivatives]		Voltage-gated T-type calcium channel blocker			CHEMBL2362995	Voltage-gated T-type calcium channel	BLOCKER	Homo sapiens	PROTEIN FAMILY			Name:ISBN, SrcID:1609133455 PP. 565, URL:http://www.isbnsearch.org/isbn/1609133455|Name:PubMed, SrcID:16171802, URL:http://europepmc.org/abstract/MED/16171802|Name:PubMed, SrcID:17291698, URL:http://europepmc.org/abstract/MED/17291698	CN1C(=O)OC(C)(C)C1=O
CHEMBL712	Anisindione	Small molecule	1957				Vitamin K-dependent gamma-carboxylase inhibitor			CHEMBL2012	Vitamin K-dependent gamma-carboxylase	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:ISBN, SrcID:978-8184485516 PP. 207, URL:http://www.isbnsearch.org/isbn/9788184485516|Name:PubMed, SrcID:3781349, URL:http://europepmc.org/abstract/MED/3781349	COc1ccc(cc1)C2C(=O)c3ccccc3C2=O
CHEMBL141	Lamivudine	Small molecule	1995	J05AF05	J05AF05 [Antiinfectives For Systemic Use:Antivirals For Systemic Use:Direct Acting Antivirals:Nucleoside and nucleotide reverse transcriptase inhibitors]	-vudine	DNA inhibitor	When monophosporylated is incorporates into the DNA, when triphosporylated inhibits the enzymes		CHEMBL2363046	DNA	INHIBITOR	Human immunodeficiency virus 1	NUCLEIC-ACID			Name:DailyMed, SrcID:setid=bc62b38c-4cc9-4e64-8852-1a0be6d36d8e, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=bc62b38c-4cc9-4e64-8852-1a0be6d36d8e	NC1=NC(=O)N(C=C1)[C@@H]2CS[C@H](CO)O2
CHEMBL726	Fluphenazine	Small molecule	1959	N05AB02	N05AB02 [Nervous System:Psycholeptics:Antipsychotics:Phenothiazines with piperazine structure]		Dopamine D2 receptor antagonist			CHEMBL217	Dopamine D2 receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:11873706, URL:http://europepmc.org/abstract/MED/11873706|Name:PubMed, SrcID:7508675, URL:http://europepmc.org/abstract/MED/7508675|Name:PubMed, SrcID:7828655, URL:http://europepmc.org/abstract/MED/7828655	OCCN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1
CHEMBL727	Thioguanine	Small molecule	1966	L01BB03	L01BB03 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Antimetabolites:Purine analogues]		Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor			CHEMBL2111369	Inosine-5'-monophosphate dehydrogenase (IMPDH)	INHIBITOR	Homo sapiens	PROTEIN FAMILY			Name:DailyMed, SrcID:setid=dfda4177-3c9d-44ab-3ca6-e4db8e9fc603, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=dfda4177-3c9d-44ab-3ca6-e4db8e9fc603	NC1=Nc2[nH]cnc2C(=S)N1
CHEMBL729	Lopinavir	Small molecule	2000	J05AR10	J05AR10 [Antiinfectives For Systemic Use:Antivirals For Systemic Use:Direct Acting Antivirals:Antivirals for treatment of HIV infections, combinations]	-vir	Human immunodeficiency virus type 1 protease inhibitor			CHEMBL243	Human immunodeficiency virus type 1 protease	INHIBITOR	Human immunodeficiency virus 1	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=68e860d7-4adc-418a-ba12-233ccdf85d0a, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=68e860d7-4adc-418a-ba12-233ccdf85d0a	CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)COc3c(C)cccc3C)Cc4ccccc4
CHEMBL742	Ketamine	Small molecule	1970	N01AX03	N01AX03 [Nervous System:Anesthetics:Anesthetics, General:Other general anesthetics]		Glutamate [NMDA] receptor negative allosteric modulator			CHEMBL2094124	Glutamate [NMDA] receptor	NEGATIVE ALLOSTERIC MODULATOR	Homo sapiens	PROTEIN COMPLEX GROUP			Name:DailyMed, SrcID:setid=9f675d38-d02f-455c-bc99-bac5924f5054, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=9f675d38-d02f-455c-bc99-bac5924f5054|Name:PubMed, SrcID:19494779, URL:http://europepmc.org/abstract/MED/19494779|Name:PubMed, SrcID:8942324, URL:http://europepmc.org/abstract/MED/8942324|Name:PubMed, SrcID:9105235, URL:http://europepmc.org/abstract/MED/9105235	CNC1(CCCCC1=O)c2ccccc2Cl
CHEMBL746	Nedocromil	Small molecule	1992	S01GX04; R01AC07; R03BC03	S01GX04 [Sensory Organs:Ophthalmologicals:Decongestants And Antiallergics:Other antiallergics]; R01AC07 [Respiratory System:Nasal Preparations:Decongestants And Other Nasal Preparations For Topical Use:Antiallergic agents, excl. corticosteroids]; R03BC03 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Drugs For Obstructive Airway Diseases, Inhalants:Antiallergic agents, excl. corticosteroids]	-cromil	Unknown	Mode of action not fully understood; it seems to inhibit calcium influx into mast cells, stabilizing them									Name:FDA, SrcID:label/2008/021009s010lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/021009s010lbl.pdf|Name:ISBN, SrcID:9780702034718 PP. 343, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:PubMed, SrcID:16164449, URL:http://europepmc.org/abstract/MED/16164449|Name:PubMed, SrcID:20558817, URL:http://europepmc.org/abstract/MED/20558817	CCCc1c2OC(=CC(=O)c2cc3C(=O)C=C(N(CC)c13)C(=O)O)C(=O)O
CHEMBL762	Oxymetazoline	Small molecule	1986	R01AA05; R01AB07; S01GA04	R01AA05 [Respiratory System:Nasal Preparations:Decongestants And Other Nasal Preparations For Topical Use:Sympathomimetics, plain]; R01AB07 [Respiratory System:Nasal Preparations:Decongestants And Other Nasal Preparations For Topical Use:Sympathomimetics, combinations excl. corticosteroids]; S01GA04 [Sensory Organs:Ophthalmologicals:Decongestants And Antiallergics:Sympathomimetics used as decongestants]	-azoline	Adrenergic receptor alpha agonist	complex action type, partial agonist at alpha-2 receptors		CHEMBL2095203	Adrenergic receptor alpha	AGONIST	Homo sapiens	PROTEIN FAMILY			Name:ISBN, SrcID:9780702034718 PP. 186, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:PubMed, SrcID:20030735, URL:http://europepmc.org/abstract/MED/20030735|Name:PubMed, SrcID:23364786, URL:http://europepmc.org/abstract/MED/23364786	Cc1cc(c(O)c(C)c1CC2=NCCN2)C(C)(C)C
CHEMBL768	Esmolol	Small molecule	1986	C07AB09	C07AB09 [Cardiovascular System:Beta Blocking Agents:Beta Blocking Agents:Beta blocking agents, selective]	-olol	Beta-1 adrenergic receptor antagonist			CHEMBL213	Beta-1 adrenergic receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=fdc9cea8-0eb4-4930-9e1c-d44bfa9346d2, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdc9cea8-0eb4-4930-9e1c-d44bfa9346d2	COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1
CHEMBL148	Imipenem	Small molecule	1985			-penem	Bacterial penicillin-binding protein inhibitor			CHEMBL2354204	Bacterial penicillin-binding protein	INHIBITOR	Bacteria	PROTEIN FAMILY			Name:DailyMed, SrcID:setid=fe44d24d-55cd-439c-895b-00a38cd59f65, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fe44d24d-55cd-439c-895b-00a38cd59f65	C[C@@H](O)[C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCNC=N
CHEMBL777	Clavulanic Acid	Small molecule	1984				Bacterial beta-lactamase TEM inhibitor		Broad spectrum	CHEMBL2364670	Bacterial beta-lactamase TEM	INHIBITOR	Bacteria	SINGLE PROTEIN			Name:ISBN, SrcID:9780702034718 PP. 627, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:PubMed, SrcID:23612724, URL:http://europepmc.org/abstract/MED/23612724	OC\C=C\1/O[C@@H]2CC(=O)N2[C@H]1C(=O)O
CHEMBL810	Temozolomide	Small molecule	1999	L01AX03	L01AX03 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Alkylating Agents:Other alkylating agents]		DNA inhibitor			CHEMBL2311221	DNA	INHIBITOR	Homo sapiens	NUCLEIC-ACID			Name:DailyMed, SrcID:setid=046a9011-3911-4d3f-a15f-fbb56d5aad56#section-12, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=046a9011-3911-4d3f-a15f-fbb56d5aad56#section-12	CN1N=Nc2c(ncn2C1=O)C(=O)N
CHEMBL222559	Tipranavir	Small molecule	2005	J05AE09	J05AE09 [Antiinfectives For Systemic Use:Antivirals For Systemic Use:Direct Acting Antivirals:Protease inhibitors]	-vir	Human immunodeficiency virus type 1 protease inhibitor			CHEMBL243	Human immunodeficiency virus type 1 protease	INHIBITOR	Human immunodeficiency virus 1	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=08982e49-d2eb-4b25-b01a-1be52fd669ef, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=08982e49-d2eb-4b25-b01a-1be52fd669ef	CCC[C@@]1(CCc2ccccc2)CC(=C([C@H](CC)c3cccc(NS(=O)(=O)c4ccc(cn4)C(F)(F)F)c3)C(=O)O1)O
CHEMBL1437	Norepinephrine	Small molecule	1950	C01CA03	C01CA03 [Cardiovascular System:Cardiac Therapy:Cardiac Stimulants Excl. Cardiac Glycosides:Adrenergic and dopaminergic agents]		Adrenergic receptor agonist			CHEMBL2331074	Adrenergic receptor	AGONIST	Homo sapiens	PROTEIN FAMILY			Name:DailyMed, SrcID:setid=8c9dc6eb-e53a-4cc0-92c3-7a53d268cf93, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=8c9dc6eb-e53a-4cc0-92c3-7a53d268cf93	NC[C@H](O)c1ccc(O)c(O)c1
CHEMBL222813	Zanamivir	Small molecule	1999	J05AH01	J05AH01 [Antiinfectives For Systemic Use:Antivirals For Systemic Use:Direct Acting Antivirals:Neuraminidase inhibitors]	-vir	Neuraminidase inhibitor			CHEMBL3377	Neuraminidase	INHIBITOR	Influenza B virus (strain B/Lee/1940)	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=12ff22f6-20b5-4fa8-9028-58f87e169ff5, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=12ff22f6-20b5-4fa8-9028-58f87e169ff5	CC(=O)N[C@H]1[C@@H](OC(=C[C@@H]1N=C(N)N)C(=O)O)[C@H](O)[C@H](O)CO
CHEMBL376488	Bedaquiline	Small molecule	2012	J04AK05	J04AK05 [Antiinfectives For Systemic Use:Antimycobacterials:Drugs For Treatment Of Tuberculosis:Other drugs for treatment of tuberculosis]		ATP synthase inhibitor	It has been shown that mutation in the atpE gene, which encodes the c subunit, of the mycobacterial ATP synthase, confers resistant to Bedaquiline, suggesting that Bedaquiline binds crucially to this target, inhibiting the proton pump of M. tuberculosis and therefore interfering with the rotation properties of the transmembrane disk, leading to ATP depletion (PMID: 15591164)		CHEMBL2364166	ATP synthase	INHIBITOR	Mycobacterium tuberculosis	PROTEIN COMPLEX			Name:DailyMed, SrcID:setid=1534c9ae-4948-4cf4-9f66-222a99db6d0e, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1534c9ae-4948-4cf4-9f66-222a99db6d0e|Name:PubMed, SrcID:15591164, URL:http://europepmc.org/abstract/MED/15591164	COc1nc2ccc(Br)cc2cc1[C@@H](c3ccccc3)[C@@](O)(CCN(C)C)c4cccc5ccccc45
CHEMBL1445	Fluoxymesterone	Small molecule	1956	G03BA01	G03BA01 [Genito Urinary System And Sex Hormones:Sex Hormones And Modulators Of The Genital System:Androgens:3-oxoandrosten (4) derivatives]	-ster-	Androgen Receptor agonist			CHEMBL1871	Androgen Receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=5328c194-5650-4d1f-9e28-8cea038cce81, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5328c194-5650-4d1f-9e28-8cea038cce81	C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C
CHEMBL190	Theophylline	Small molecule	1940	R03DA54; R03DA05; R03DA55; R03DA74; R03DA04; R03DA02; R03DA10	R03DA54 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Systemic Drugs For Obstructive Airway Diseases:Xanthines]; R03DA05 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Systemic Drugs For Obstructive Airway Diseases:Xanthines]; R03DA55 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Systemic Drugs For Obstructive Airway Diseases:Xanthines]; R03DA74 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Systemic Drugs For Obstructive Airway Diseases:Xanthines]; R03DA04 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Systemic Drugs For Obstructive Airway Diseases:Xanthines]; R03DA02 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Systemic Drugs For Obstructive Airway Diseases:Xanthines]; R03DA10 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Systemic Drugs For Obstructive Airway Diseases:Xanthines]		Adenosine receptor antagonist			CHEMBL2111329	Adenosine receptor	ANTAGONIST	Homo sapiens	PROTEIN FAMILY			Name:PubMed, SrcID:12954362, URL:http://europepmc.org/abstract/MED/12954362|Name:PubMed, SrcID:14992338, URL:http://europepmc.org/abstract/MED/14992338|Name:PubMed, SrcID:15980878, URL:http://europepmc.org/abstract/MED/15980878|Name:PubMed, SrcID:3588607, URL:http://europepmc.org/abstract/MED/3588607	CN1C(=O)N(C)c2nc[nH]c2C1=O
CHEMBL1457	Hydrocodone	Small molecule	1943	R05DA03	R05DA03 [Respiratory System:Cough And Cold Preparations:Cough Suppressants, Excl. Combinations With Expectorants:Opium alkaloids and derivatives]		Opioid receptors; mu/kappa/delta agonist			CHEMBL2095181	Opioid receptors; mu/kappa/delta	AGONIST	Homo sapiens	PROTEIN FAMILY			Name:DailyMed, SrcID:setid=53ce65ab-f001-4521-862f-8ac25ec5bce1#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=53ce65ab-f001-4521-862f-8ac25ec5bce1#nlm34090-1|Name:PubMed, SrcID:2849950, URL:http://europepmc.org/abstract/MED/2849950	COc1ccc2C[C@@H]3[C@@H]4CCC(=O)[C@@H]5Oc1c2[C@]45CCN3C
CHEMBL398435	Ticagrelor	Small molecule	2011	B01AC24	B01AC24 [Blood And Blood Forming Organs:Antithrombotic Agents:Antithrombotic Agents:Platelet aggregation inhibitors excl. heparin]	-grel-	Purinergic receptor P2Y12 negative allosteric modulator			CHEMBL2001	Purinergic receptor P2Y12	NEGATIVE ALLOSTERIC MODULATOR	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2011/022433s000lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022433s000lbl.pdf	CCCSc1nc(N[C@@H]2C[C@H]2c3ccc(F)c(F)c3)c4nnn([C@@H]5C[C@H](OCCO)[C@@H](O)[C@H]5O)c4n1
CHEMBL1489	Azacitidine	Small molecule	2004	L01BC07	L01BC07 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Antimetabolites:Pyrimidine analogues]		DNA (cytosine-5)-methyltransferase 3A inhibitor			CHEMBL1992	DNA (cytosine-5)-methyltransferase 3A	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=3495a71a-cc04-4776-851f-f185956f32af#section-12, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3495a71a-cc04-4776-851f-f185956f32af#section-12	NC1=NC(=O)N(C=N1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O
CHEMBL254219	Digitoxin	Small molecule	1982	C01AA04	C01AA04 [Cardiovascular System:Cardiac Therapy:Cardiac Glycosides:Digitalis glycosides]	-tox-	Sodium/potassium-transporting ATPase inhibitor			CHEMBL2095186	Sodium/potassium-transporting ATPase	INHIBITOR	Homo sapiens	PROTEIN COMPLEX GROUP	K/Na-ATPase alpha subunit	Alpha subunit is binding site	Name:ISBN, SrcID:9780702034718 PP. 258, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:PubMed, SrcID:23210930, URL:http://europepmc.org/abstract/MED/23210930	C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4)O[C@@H]3C)O[C@@H]2C
CHEMBL193	Nifedipine	Small molecule	1981	C08CA55; C08CA05	C08CA55 [Cardiovascular System:Calcium Channel Blockers:Selective Calcium Channel Blockers With Mainly Vascular Effects:Dihydropyridine derivatives]; C08CA05 [Cardiovascular System:Calcium Channel Blockers:Selective Calcium Channel Blockers With Mainly Vascular Effects:Dihydropyridine derivatives]	-dipine	Voltage-gated L-type calcium channel blocker			CHEMBL2095229	Voltage-gated L-type calcium channel	BLOCKER	Homo sapiens	PROTEIN FAMILY			Name:DailyMed, SrcID:setid=b8fdcb32-b571-43b4-91e9-b4e9f75d86ae, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b8fdcb32-b571-43b4-91e9-b4e9f75d86ae	COC(=O)C1=C(C)NC(=C(C1c2ccccc2[N+](=O)[O-])C(=O)OC)C
